c,idnew,trtid4,geoid10
1,3266,17031271300,"17031271300"
1,3267,17031271400,"17031271400"
9,3268,17031271500,"17031271500"
10,3269,17031271800,"17031271800"
10,3270,17031280100,"17031280100"
9,3271,17031280400,"17031280400"
1,3272,17031280800,"17031280800"
1,3273,17031280900,"17031280900"
1,3274,17031281900,"17031281900"
1,3275,17031282700,"17031282700"
4,3276,17031282800,"17031282800"
1,3277,17031283100,"17031283100"
1,3278,17031283200,"17031283200"
1,3279,17031283800,"17031283800"
4,3280,17031290900,"17031290900"
4,3281,17031291200,"17031291200"
4,3282,17031291600,"17031291600"
4,3283,17031292200,"17031292200"
4,3284,17031292400,"17031292400"
4,3285,17031292500,"17031292500"
4,3286,17031300500,"17031300500"
4,3287,17031300600,"17031300600"
4,3288,17031300700,"17031300700"
4,3289,17031300800,"17031300800"
4,3290,17031300900,"17031300900"
4,3291,17031301100,"17031301100"
4,3292,17031301200,"17031301200"
10,3293,17031301600,"17031301600"
10,3294,17031301701,"17031301701"
4,3295,17031301702,"17031301702"
4,3296,17031301801,"17031301801"
4,3297,17031301802,"17031301802"
4,3298,17031301803,"17031301803"
4,3299,17031310200,"17031310200"
4,3300,17031310300,"17031310300"
9,3301,17031310400,"17031310400"
11,3302,17031310500,"17031310500"
9,3303,17031310600,"17031310600"
1,3304,17031310700,"17031310700"
6,3305,17031310800,"17031310800"
8,3306,17031310900,"17031310900"
8,3307,17031320100,"17031320100"
9,3308,17031320400,"17031320400"
1,3309,17031320600,"17031320600"
2,3310,17031330100,"17031330100"
1,3311,17031330200,"17031330200"
1,3312,17031340300,"17031340300"
1,3313,17031340400,"17031340400"
1,3314,17031340500,"17031340500"
1,3315,17031340600,"17031340600"
1,3316,17031350100,"17031350100"
1,3317,17031350400,"17031350400"
1,3318,17031351000,"17031351000"
1,3319,17031351100,"17031351100"
1,3320,17031351400,"17031351400"
1,3321,17031351500,"17031351500"
1,3322,17031360200,"17031360200"
1,3323,17031380100,"17031380100"
1,3324,17031380200,"17031380200"
1,3325,17031380500,"17031380500"
1,3326,17031380700,"17031380700"
1,3327,17031381200,"17031381200"
1,3328,17031381400,"17031381400"
1,3329,17031381500,"17031381500"
1,3330,17031381700,"17031381700"
1,3331,17031381800,"17031381800"
1,3332,17031381900,"17031381900"
9,3333,17031390100,"17031390100"
1,3334,17031390200,"17031390200"
1,3335,17031390300,"17031390300"
1,3336,17031390400,"17031390400"
1,3337,17031390500,"17031390500"
2,3338,17031390600,"17031390600"
1,3339,17031390700,"17031390700"
1,3340,17031400300,"17031400300"
9,3341,17031400400,"17031400400"
11,3342,17031400500,"17031400500"
11,3343,17031400800,"17031400800"
11,3344,17031410100,"17031410100"
11,3345,17031410200,"17031410200"
9,3346,17031410500,"17031410500"
9,3347,17031410600,"17031410600"
1,3348,17031410700,"17031410700"
1,3349,17031410800,"17031410800"
1,3350,17031410900,"17031410900"
1,3351,17031411000,"17031411000"
1,3352,17031411100,"17031411100"
1,3353,17031411200,"17031411200"
1,3354,17031420100,"17031420100"
1,3355,17031420200,"17031420200"
1,3356,17031420300,"17031420300"
1,3357,17031420400,"17031420400"
1,3358,17031420500,"17031420500"
1,3359,17031420600,"17031420600"
1,3360,17031420700,"17031420700"
1,3361,17031420800,"17031420800"
1,3362,17031421200,"17031421200"
2,3363,17031430101,"17031430101"
2,3364,17031430102,"17031430102"
2,3365,17031430200,"17031430200"
1,3366,17031430300,"17031430300"
1,3367,17031430400,"17031430400"
1,3368,17031430500,"17031430500"
2,3369,17031430600,"17031430600"
2,3370,17031430700,"17031430700"
1,3371,17031430800,"17031430800"
1,3372,17031430900,"17031430900"
1,3373,17031431200,"17031431200"
1,3374,17031431301,"17031431301"
1,3375,17031431302,"17031431302"
1,3376,17031431400,"17031431400"
1,3377,17031440101,"17031440101"
1,3378,17031440102,"17031440102"
1,3379,17031440201,"17031440201"
1,3380,17031440202,"17031440202"
2,3381,17031440300,"17031440300"
3,3382,17031440600,"17031440600"
2,3383,17031440700,"17031440700"
2,3384,17031440800,"17031440800"
2,3385,17031440900,"17031440900"
2,3386,17031450300,"17031450300"
2,3387,17031460100,"17031460100"
10,3388,17031460200,"17031460200"
10,3389,17031460301,"17031460301"
2,3390,17031460302,"17031460302"
2,3391,17031460400,"17031460400"
1,3392,17031460500,"17031460500"
2,3393,17031460600,"17031460600"
2,3394,17031460700,"17031460700"
2,3395,17031461000,"17031461000"
1,3396,17031470100,"17031470100"
1,3397,17031480100,"17031480100"
1,3398,17031480200,"17031480200"
1,3399,17031480300,"17031480300"
1,3400,17031480400,"17031480400"
1,3401,17031480500,"17031480500"
2,3402,17031490300,"17031490300"
2,3403,17031490400,"17031490400"
2,3404,17031490500,"17031490500"
2,3405,17031490600,"17031490600"
2,3406,17031490700,"17031490700"
2,3407,17031490800,"17031490800"
2,3408,17031490901,"17031490901"
1,3409,17031490902,"17031490902"
2,3410,17031491000,"17031491000"
3,3411,17031491100,"17031491100"
4,3412,17031491200,"17031491200"
2,3413,17031491300,"17031491300"
2,3414,17031491400,"17031491400"
5,3415,17031500100,"17031500100"
5,3416,17031500200,"17031500200"
5,3417,17031500300,"17031500300"
5,3418,17031510100,"17031510100"
5,3419,17031510200,"17031510200"
5,3420,17031510300,"17031510300"
2,3421,17031520100,"17031520100"
2,3422,17031520200,"17031520200"
1,3423,17031520300,"17031520300"
2,3424,17031520400,"17031520400"
2,3425,17031520500,"17031520500"
2,3426,17031520600,"17031520600"
2,3427,17031530100,"17031530100"
2,3428,17031530200,"17031530200"
1,3429,17031530300,"17031530300"
1,3430,17031530400,"17031530400"
5,3431,17031530501,"17031530501"
7,3432,17031530502,"17031530502"
5,3433,17031530503,"17031530503"
1,3434,17031530600,"17031530600"
7,3435,17031540101,"17031540101"
5,3436,17031540102,"17031540102"
7,3437,17031550100,"17031550100"
11,3438,17031550200,"17031550200"
11,3439,17031560100,"17031560100"
11,3440,17031560200,"17031560200"
11,3441,17031560300,"17031560300"
5,3442,17031560400,"17031560400"
5,3443,17031560700,"17031560700"
5,3444,17031560800,"17031560800"
5,3445,17031560900,"17031560900"
5,3446,17031561000,"17031561000"
7,3447,17031561100,"17031561100"
5,3448,17031570100,"17031570100"
4,3449,17031570200,"17031570200"
5,3450,17031570300,"17031570300"
5,3451,17031570400,"17031570400"
5,3452,17031570500,"17031570500"
5,3453,17031580100,"17031580100"
5,3454,17031580200,"17031580200"
5,3455,17031580300,"17031580300"
7,3456,17031580400,"17031580400"
5,3457,17031580501,"17031580501"
5,3458,17031580502,"17031580502"
8,3459,17031580600,"17031580600"
9,3460,17031580700,"17031580700"
9,3461,17031580800,"17031580800"
9,3462,17031590500,"17031590500"
4,3463,17031590600,"17031590600"
4,3464,17031590700,"17031590700"
11,3465,17031600400,"17031600400"
2,3466,17031600600,"17031600600"
4,3467,17031600700,"17031600700"
4,3468,17031600900,"17031600900"
5,3469,17031610300,"17031610300"
5,3470,17031610400,"17031610400"
5,3471,17031610800,"17031610800"
2,3472,17031611000,"17031611000"
2,3473,17031611100,"17031611100"
2,3474,17031611200,"17031611200"
2,3475,17031611300,"17031611300"
2,3476,17031611400,"17031611400"
2,3477,17031611500,"17031611500"
5,3478,17031611600,"17031611600"
5,3479,17031611700,"17031611700"
5,3480,17031611800,"17031611800"
5,3481,17031611900,"17031611900"
5,3482,17031612000,"17031612000"
5,3483,17031612100,"17031612100"
5,3484,17031620100,"17031620100"
5,3485,17031620200,"17031620200"
5,3486,17031620300,"17031620300"
5,3487,17031620400,"17031620400"
5,3488,17031630100,"17031630100"
5,3489,17031630200,"17031630200"
7,3490,17031630300,"17031630300"
11,3491,17031630400,"17031630400"
11,3492,17031630500,"17031630500"
7,3493,17031630800,"17031630800"
5,3494,17031630900,"17031630900"
5,3495,17031640100,"17031640100"
5,3496,17031640300,"17031640300"
5,3497,17031640400,"17031640400"
5,3498,17031640500,"17031640500"
5,3499,17031640600,"17031640600"
5,3500,17031640700,"17031640700"
5,3501,17031640800,"17031640800"
5,3502,17031650100,"17031650100"
5,3503,17031650200,"17031650200"
5,3504,17031650301,"17031650301"
5,3505,17031650302,"17031650302"
3,3506,17031650400,"17031650400"
2,3507,17031650500,"17031650500"
3,3508,17031660301,"17031660301"
3,3509,17031660302,"17031660302"
2,3510,17031660400,"17031660400"
3,3511,17031660500,"17031660500"
1,3512,17031660600,"17031660600"
2,3513,17031660700,"17031660700"
2,3514,17031660800,"17031660800"
2,3515,17031660900,"17031660900"
2,3516,17031661000,"17031661000"
2,3517,17031661100,"17031661100"
2,3518,17031670100,"17031670100"
1,3519,17031670200,"17031670200"
1,3520,17031670300,"17031670300"
1,3521,17031670400,"17031670400"
2,3522,17031670500,"17031670500"
2,3523,17031670600,"17031670600"
2,3524,17031670700,"17031670700"
2,3525,17031670800,"17031670800"
1,3526,17031670900,"17031670900"
1,3527,17031671100,"17031671100"
1,3528,17031671200,"17031671200"
2,3529,17031671300,"17031671300"
1,3530,17031671400,"17031671400"
1,3531,17031671500,"17031671500"
1,3532,17031671600,"17031671600"
1,3533,17031671800,"17031671800"
1,3534,17031671900,"17031671900"
1,3535,17031672000,"17031672000"
1,3536,17031680500,"17031680500"
1,3537,17031680600,"17031680600"
1,3538,17031680900,"17031680900"
1,3539,17031681000,"17031681000"
1,3540,17031681100,"17031681100"
1,3541,17031681200,"17031681200"
1,3542,17031681300,"17031681300"
1,3543,17031681400,"17031681400"
1,3544,17031690300,"17031690300"
1,3545,17031690400,"17031690400"
1,3546,17031690500,"17031690500"
1,3547,17031690900,"17031690900"
3,3548,17031691000,"17031691000"
5,3549,17031691100,"17031691100"
7,3550,17031691200,"17031691200"
7,3551,17031691300,"17031691300"
3,3552,17031691400,"17031691400"
3,3553,17031691500,"17031691500"
3,3554,17031700100,"17031700100"
3,3555,17031700200,"17031700200"
1,3556,17031700301,"17031700301"
1,3557,17031700302,"17031700302"
1,3558,17031700401,"17031700401"
2,3559,17031700402,"17031700402"
2,3560,17031700501,"17031700501"
1,3561,17031700502,"17031700502"
1,3562,17031710100,"17031710100"
1,3563,17031710200,"17031710200"
1,3564,17031710300,"17031710300"
1,3565,17031710400,"17031710400"
1,3566,17031710500,"17031710500"
2,3567,17031710600,"17031710600"
2,3568,17031710700,"17031710700"
1,3569,17031710800,"17031710800"
1,3570,17031710900,"17031710900"
11,3571,17031711000,"17031711000"
2,3572,17031711100,"17031711100"
11,3573,17031711200,"17031711200"
11,3574,17031711300,"17031711300"
11,3575,17031711400,"17031711400"
11,3576,17031711500,"17031711500"
2,3577,17031720100,"17031720100"
1,3578,17031720200,"17031720200"
1,3579,17031720300,"17031720300"
1,3580,17031720400,"17031720400"
2,3581,17031720500,"17031720500"
2,3582,17031720600,"17031720600"
1,3583,17031720700,"17031720700"
1,3584,17031730100,"17031730100"
1,3585,17031730201,"17031730201"
11,3586,17031730202,"17031730202"
11,3587,17031730300,"17031730300"
11,3588,17031730400,"17031730400"
11,3589,17031730500,"17031730500"
1,3590,17031730600,"17031730600"
2,3591,17031730700,"17031730700"
11,3592,17031740100,"17031740100"
3,3593,17031740200,"17031740200"
2,3594,17031740300,"17031740300"
1,3595,17031740400,"17031740400"
11,3596,17031750100,"17031750100"
11,3597,17031750200,"17031750200"
11,3598,17031750300,"17031750300"
11,3599,17031750400,"17031750400"
11,3600,17031750500,"17031750500"
11,3601,17031750600,"17031750600"
11,3602,17031760801,"17031760801"
5,3603,17031760802,"17031760802"
11,3604,17031760803,"17031760803"
7,3605,17031770201,"17031770201"
11,3606,17031770202,"17031770202"
11,3607,17031770300,"17031770300"
11,3608,17031770400,"17031770400"
11,3609,17031770500,"17031770500"
11,3610,17031770601,"17031770601"
11,3611,17031770602,"17031770602"
11,3612,17031770700,"17031770700"
11,3613,17031770800,"17031770800"
11,3614,17031770901,"17031770901"
11,3615,17031770902,"17031770902"
11,3616,17031800100,"17031800100"
11,3617,17031800200,"17031800200"
9,3618,17031800300,"17031800300"
9,3619,17031800400,"17031800400"
11,3620,17031800500,"17031800500"
11,3621,17031800600,"17031800600"
11,3622,17031800700,"17031800700"
9,3623,17031800800,"17031800800"
11,3624,17031800900,"17031800900"
11,3625,17031801000,"17031801000"
9,3626,17031801100,"17031801100"
11,3627,17031801200,"17031801200"
9,3628,17031801300,"17031801300"
9,3629,17031801400,"17031801400"
9,3630,17031801500,"17031801500"
11,3631,17031801601,"17031801601"
11,3632,17031801603,"17031801603"
11,3633,17031801605,"17031801605"
11,3634,17031801606,"17031801606"
11,3635,17031801607,"17031801607"
11,3636,17031801608,"17031801608"
9,3637,17031801701,"17031801701"
9,3638,17031801702,"17031801702"
11,3639,17031801800,"17031801800"
11,3640,17031801901,"17031801901"
11,3641,17031801902,"17031801902"
7,3642,17031802002,"17031802002"
9,3643,17031802003,"17031802003"
7,3644,17031802004,"17031802004"
9,3645,17031802100,"17031802100"
7,3646,17031802200,"17031802200"
7,3647,17031802300,"17031802300"
7,3648,17031802402,"17031802402"
11,3649,17031802403,"17031802403"
11,3650,17031802404,"17031802404"
11,3651,17031802503,"17031802503"
7,3652,17031802504,"17031802504"
11,3653,17031802505,"17031802505"
9,3654,17031802506,"17031802506"
9,3655,17031802605,"17031802605"
11,3656,17031802607,"17031802607"
11,3657,17031802608,"17031802608"
11,3658,17031802609,"17031802609"
11,3659,17031802610,"17031802610"
11,3660,17031802701,"17031802701"
11,3661,17031802702,"17031802702"
11,3662,17031802801,"17031802801"
11,3663,17031802802,"17031802802"
11,3664,17031802900,"17031802900"
11,3665,17031803005,"17031803005"
11,3666,17031803007,"17031803007"
9,3667,17031803008,"17031803008"
11,3668,17031803010,"17031803010"
11,3669,17031803012,"17031803012"
11,3670,17031803013,"17031803013"
11,3671,17031803014,"17031803014"
11,3672,17031803015,"17031803015"
11,3673,17031803016,"17031803016"
9,3674,17031803017,"17031803017"
11,3675,17031803100,"17031803100"
9,3676,17031803200,"17031803200"
7,3677,17031803300,"17031803300"
11,3678,17031803400,"17031803400"
11,3679,17031803500,"17031803500"
11,3680,17031803603,"17031803603"
7,3681,17031803604,"17031803604"
7,3682,17031803605,"17031803605"
11,3683,17031803606,"17031803606"
11,3684,17031803607,"17031803607"
11,3685,17031803608,"17031803608"
11,3686,17031803610,"17031803610"
11,3687,17031803611,"17031803611"
11,3688,17031803612,"17031803612"
11,3689,17031803701,"17031803701"
9,3690,17031803702,"17031803702"
11,3691,17031803800,"17031803800"
9,3692,17031803901,"17031803901"
9,3693,17031803902,"17031803902"
9,3694,17031804000,"17031804000"
11,3695,17031804102,"17031804102"
9,3696,17031804104,"17031804104"
11,3697,17031804105,"17031804105"
7,3698,17031804106,"17031804106"
9,3699,17031804108,"17031804108"
7,3700,17031804109,"17031804109"
9,3701,17031804201,"17031804201"
9,3702,17031804202,"17031804202"
9,3703,17031804305,"17031804305"
7,3704,17031804306,"17031804306"
7,3705,17031804308,"17031804308"
7,3706,17031804309,"17031804309"
11,3707,17031804310,"17031804310"
9,3708,17031804311,"17031804311"
9,3709,17031804403,"17031804403"
7,3710,17031804404,"17031804404"
7,3711,17031804405,"17031804405"
5,3712,17031804406,"17031804406"
5,3713,17031804505,"17031804505"
9,3714,17031804506,"17031804506"
11,3715,17031804507,"17031804507"
11,3716,17031804508,"17031804508"
9,3717,17031804509,"17031804509"
9,3718,17031804510,"17031804510"
11,3719,17031804511,"17031804511"
11,3720,17031804603,"17031804603"
9,3721,17031804606,"17031804606"
9,3722,17031804607,"17031804607"
11,3723,17031804608,"17031804608"
9,3724,17031804609,"17031804609"
11,3725,17031804610,"17031804610"
9,3726,17031804611,"17031804611"
9,3727,17031804701,"17031804701"
9,3728,17031804705,"17031804705"
9,3729,17031804706,"17031804706"
9,3730,17031804709,"17031804709"
9,3731,17031804710,"17031804710"
11,3732,17031804711,"17031804711"
9,3733,17031804712,"17031804712"
11,3734,17031804713,"17031804713"
7,3735,17031804714,"17031804714"
11,3736,17031804715,"17031804715"
11,3737,17031804716,"17031804716"
11,3738,17031804803,"17031804803"
9,3739,17031804804,"17031804804"
11,3740,17031804805,"17031804805"
11,3741,17031804806,"17031804806"
11,3742,17031804807,"17031804807"
9,3743,17031804808,"17031804808"
7,3744,17031804809,"17031804809"
11,3745,17031804810,"17031804810"
9,3746,17031804901,"17031804901"
9,3747,17031804902,"17031804902"
11,3748,17031805001,"17031805001"
11,3749,17031805002,"17031805002"
9,3750,17031805105,"17031805105"
9,3751,17031805106,"17031805106"
9,3752,17031805107,"17031805107"
9,3753,17031805108,"17031805108"
9,3754,17031805109,"17031805109"
9,3755,17031805110,"17031805110"
11,3756,17031805111,"17031805111"
11,3757,17031805112,"17031805112"
11,3758,17031805201,"17031805201"
11,3759,17031805202,"17031805202"
11,3760,17031805301,"17031805301"
11,3761,17031805302,"17031805302"
11,3762,17031805401,"17031805401"
11,3763,17031805402,"17031805402"
11,3764,17031805501,"17031805501"
11,3765,17031805502,"17031805502"
11,3766,17031805600,"17031805600"
9,3767,17031805701,"17031805701"
9,3768,17031805702,"17031805702"
8,3769,17031805801,"17031805801"
9,3770,17031805802,"17031805802"
11,3771,17031805901,"17031805901"
9,3772,17031805902,"17031805902"
9,3773,17031806001,"17031806001"
11,3774,17031806002,"17031806002"
11,3775,17031806003,"17031806003"
11,3776,17031806004,"17031806004"
11,3777,17031806102,"17031806102"
7,3778,17031806103,"17031806103"
7,3779,17031806104,"17031806104"
11,3780,17031806201,"17031806201"
11,3781,17031806202,"17031806202"
9,3782,17031806300,"17031806300"
9,3783,17031806400,"17031806400"
9,3784,17031806501,"17031806501"
9,3785,17031806502,"17031806502"
11,3786,17031806600,"17031806600"
9,3787,17031806700,"17031806700"
9,3788,17031806801,"17031806801"
9,3789,17031806802,"17031806802"
9,3790,17031806900,"17031806900"
9,3791,17031807000,"17031807000"
9,3792,17031807100,"17031807100"
9,3793,17031807200,"17031807200"
